difficulty:1,difficulty:2,difficulty:3,difficulty:4,difficulty:5
2,1
2,2
2,3
2,4
2,5
10,1
10,2
10,3
10,4
10,5
50,1
50,2
50,3
50,4
50,5
100,1
100,2
100,3
100,4
100,5
1000,1
1000,2
1000,3
1000,4
1000,5
